,S/N,Type,ABIA STATE,ADDRESS,Latitude,Longitude
,1976,Daily,Ayaama Market,"GFV7+56P, 503103, Unyeada, Rivers",4.548906000,7.459413000
,1977,Daily,Iranti Market,"GCJW+7QG, 503102, Unyeada, Rivers",4.530887000,7.446914000
,1978,Daily,Esuku Market,"GCJV+PF6, 503102, Unyeada, Rivers",4.531931000,7.443637000
,1979,Daily,Gomkiri Market,"FFR7+7H2, 503102, Ikuru, Rivers",4.490815000,7.463850000
,1980,Daily,Luugara Market,"J87X+8X2, 502101, Bomu, Rivers",4.613556000,7.34995800
,1981,Daily,Ebon Ukpuru Market,"HF54+RPJ, 503102, Unyeada, Rivers",4.559813000,7.456772000
,1982,Daily,Bogosa Market,"J7QX+9W9, 501103, Lewe, Rivers",4.638638000,7.299758000
,1983,Daily,Asaa Market,"P8H2+936, 501102, Ueken, Rivers",4.728727000,7.300196000
,1984,Daily,Togobo Market,"M872+4CW, 501103, Lewe, Rivers",4.663212000,7.301005000
,1985,Daily,Baranube Market,"M8RW+58H, 501103, Yeghe, Rivers",4.690724000,7.345843000
,1986,Daily,Gyoo Silaali Market,"M864+JHR, 501103, Lewe, Rivers",4.661899000,7.306297000
,1987,Daily,Gion Kaabon Market,"M8F6+6HV, 501103, Lewe, Rivers",4.67311600,7.311353000
,1988,Daily,Gyoo Aabon Market,"M875+WJQ, 501103, Lewe, Rivers",4.665663000,7.309068000
,1989,Daily,Kegbara Dere Main Market,"M78F+X29, Kegbara 501103, Dere, Rivers",4.667536000,7.272618000
,1990,Daily,Abulo Market,"M77C+55H, 501103, Kebgara Dere, Rivers",4.663059000,7.270416000
,1991,Daily,Ahoada Market,"3MG3+HRG, 510101, Ahoada, Rivers",5.076653000,6.654525000
,1992,Daily,Edeoha Market,"2JHJ+39X, 510101, Oduaha, Rivers",5.028003000,6.63105400
,1993,Daily,Abarikpo Market,"5J4M+CR7, 510101, Ahoada, Rivers",5.156302000,6.634421000
,1994,Daily,Odiemudie Market,"3MXR+7HX, 510101, Ahoada, Rivers",5.09821500,6.691572000
,1995,Daily,Ogbo Market,"4JJH+QH5, 510101, Ahoada, Rivers",5.259677000,6.611955000
,1996,Daily,Market in Ukpremini,"4PQ5+4G6, 511102, Okpabo, Rivers",5.279417000,6.727272000
,1997,Daily,Ogbogu Market,"1 Market road, Ogbogu",5.235973000,6.646210000
,1998,Daily,Odiereke Market,"5GMX+MV8, 510101, Ukodu, Rivers",5.184407000,6.549659000
,1999,Daily,Obite Market,"7M24+3HH, 510103, Ogbogwu, Rivers",5.250410000,6.656451000
,2000,Daily,Orie Market,"5RC3+XCF, Ikiri Airport Road, 511102, Umudioga, Rivers",5.332002000,6.76582800
,2001,Daily,Oshie Market,"3FWP+M9G, 510101, Akinima, Rivers",5.312863000,6.41395000
,2002,Daily,Station Market,"3P4M+R94, Road, 511102, Elele Alimini, Rivers",5.085867000,6.7245240
,2003,Daily,Mbiama Market,"3C7X+J8V, 510101, Mbiama, Rivers",5.064477000,6.448395000
,2004,Daily,Market in Elele Alimini,"3P3H+F76, 511102, Elele Alimini, Rivers",5.068834000,6.731690000
,2005,Daily,Okposi Town Market,"8M73+74C, 510103, Omoku, Rivers",5.371715000,6.671318000
,2006,Daily,"Ultra Modern Market, Ukpeliede","3GJQ+7QV, 510101, Idu, Rivers",5.335100000,6.512849000
,2007,Daily,Omuanwa Market,"3V7P+2HG, 511101, Umunwa, Rivers",5.062729000,6.886365000
,2008,Daily,Omagwa Station Market,"XWM8+6Q9, 511101, Omagawubia, Rivers",4.983221000,6.917007000
,2009,Daily,Ubeta Town Market,"5H8M+3P9, 510101, Ukodu, Rivers",5.165393000,6.58452800
,2010,Daily,Ozuoba Market,"59, Rumuokwuta Rd, 500102, Port Harcourt",4.876828000,6.930934000
,2011,Daily,Manunye Daily Market,"VW4H+569, Ogbogoro 500102, Ozuoba, Rivers",4.855696000,6.928184000
,2012,Daily,Iwofe Market,"Rumuepirikom/Iwofe Rd, Mgbuoba 500102, Port Harcourt, Rivers",4.817312000,6.95442500
,2013,Daily,Ayambo Community Market,"C5QC+832, Hospital Road, 503101, Bonny, Rivers",4.438413000,7.17011400
,2014,Daily,Agaja Market,"C55Q+552, New Finima Road, 503101, Bonny, Rivers",4.408221000,7.187867000
,2015,Daily,Finima Central Market,"C524+4P5, 503101, Bonny, Rivers",4.400436000,7.156911000
,2016,Daily,Boghor II Market,"M8JR+VFW, 501103, Yeghe, Rivers",4.682473000,7.341225000
,2017,Daily,Aabon Kpor Market,"M73M+79P, 501103, Kebgara Dere, Rivers",4.653437000,7.283443000
,2018,Daily,Nortem Market,"1 Poly Rd, 502101, Bori, Rivers",4.677208000,7.368800000
,2019,Daily,Gboryormii Market,"M8PV+9MF, 501103, Yeghe, Rivers",4.686031000,7.344234000
,2020,Daily,Beeke Market,"M9M2+3PR, 501103, Yeghe, Rivers",4.682929000,7.351847000
,2021,Daily,Eete Kabara Market,"JFRR+FM2, 502102, Bane, Rivers",4.641390000,7.491699000
,2022,Daily,Gion Ngbai Market,"M7H6+2PF, 501103, Barinwa Dere, Rivers",4.677786000,7.261712000
,2023,Daily,Monokpo Market,"M8J5+CM7, 501103, Lewe, Rivers",4.681272000,7.309356000
,2024,Daily,Fimie Market,"Abuloma, 500101, Port Harcourt, Rivers",4.787110000,7.036392000
,2025,Daily,Gbobari Market,"M8QW+C68, 501103, Yeghe, Rivers",4.688686000,7.34556700
,2026,Daily,Gio Giadom Market,"M872+QP2, 501103, Lewe, Rivers",4.664572000,7.30175200
,2027,Daily,Luuzor III Market,"M77F+W9G, 501103, Kebgara Dere, Rivers",4.665166000,7.273470000
,2028,Daily,Otuibok Market,"GCJQ+XXQ, 503102, Unyeada, Rivers",4.532699000,7.439823000
,2029,Daily,Kaa Waterside,"Bori-Tabangh Rd, 503102, Ika, Rivers",4.571320000,7.368850000
,2030,Daily,Gyoo Gbom Market,"M864+FX2, 501103, Lewe, Rivers",4.661314000,7.307450000
,2031,Daily,Nchia Market,"Q4RC+P3J, Abuloma 501101, Port Harcourt, Rivers",4.791966000,7.120169000
,2032,Daily,Flyover Market,"V26F+6G5, E - W Rd, Aliosu 500102, Port Harcourt, Rivers",4.860727000,7.023923000
,2033,Daily,Town Market,"Q25M+8FR, Port Harcourt Town 500101, Port Harcourt, Rivers",4.758704000,7.033711000
,2034,Daily,Eluku Elele Market,"4R36+5R3, Ikiri Airport Road, 511101, Elele, Rivers",5.103121000,6.812127000
,2035,Daily,Rumueheleze Community Market,"R3R9+J66, Elelenwo 500102, Port Harcourt, Rivers",4.841754000,7.068173000
,2036,Daily,Okra Market,"R2RJ+36M, Along Port Harcourt Aba express way before timber market, Oyigbo",4.897686000,7.042912000
,2037,Daily,Tank Market,"V374+FVP, Rumuokwrushi Rd, Rumuokwurusi 500102, Port Harcourt, Rivers",4.863846000,7.05719500
,2038,Daily,Bundu Market,"Q247+94V, Old Port Harcourt Twp 500101, Port Harcourt, Rivers",4.831088000,7.007187000
,2039,Daily,Akpajo Community New Market,"6 Kendo Str, Opp Community Sec School, 500001, Port Harcourt",4.819217000,7.086980000
,2040,Daily,Izuoma Market,"V55H+37H, Obigbo-Abiama-Oboakpu-Umu Abayi Rd, 502104, Konko, Rivers",4.881527000,7.186299000
,2041,Daily,Umuebulu Market,"W48H+6HC, Umuebullu 1, 512101, Igbo-Ekhe, Rivers",4.915575000,7.128908000
,2042,Daily,Ahia Nwantu Daily Market,"227Q+46C, Chokocho-Umuechem Rd, 512101, Umuechem, Rivers",5.012866000,7.038158000
,2043,Daily,Imeh Daily Market,"Umuazu-Imeh Igbo Etcge Rd, Igbo-Ekhe",4.951145000,7.08026700
,2044,Daily,Abara Market,"3247+FPF, Chokoche-Ozuzu Rd, 512101, Abara, Rivers",5.093945000,7.018002000
,2045,Daily,"2nd Market, Eneka","V2XP+RJ4, Eliowani 500102, Port Harcourt, Rivers",4.899582000,7.036555000
,2046,Daily,Nwoburoma Daily Market,"Rukpokwu 500102, Rukpokwu-Obio, Rivers",4.905479000,7.007528000
,2047,Daily,Rupokwu Town Main Market,"V2X2+J7H, Rukpokwu 500102, Port Harcourt, Rivers",4.89923200,7.000710000
,2048,Daily,Bori Market,"M79P+MPQ, Rd 501103, Bori, Rivers",4.669385000,7.28693200
,2049,Daily,Anibire Market,"P8G2+RHR, 501102, Ueken, Rivers",4.727414000,7.301467000
,2050,Daily,"Omerelu , Ikwerre LGA","6V48+F86, 511101, Umunelu, Rivers",5.224330000,6.870803000
,2051,Daily,Elele Market,"4R36+5R3, Ikiri Airport Road, 511101, Elele, Rivers",5.274446000,6.874172000
,2052,Daily,Rumuewarah Market,"Unnamed Road, 500102, Port Harcourt, Rivers",4.883354000,7.03466500
,2053,Daily,Barayira Market,"P6R3+C94, 501102, Ogu Bolo, Rivers",4.741426000,7.203508000
,2054,Daily,B. Dere Market,"M79F+G3V, 501103, Barinwa Dere, Rivers",4.673182000,7.272144000
,2055,Daily,Culvert Market,"V2FH+332, Rumuodara 500102, Port Harcourt, Rivers",4.872918000,7.027645000
,2056,Daily,Rumuekpolu CommnUltra Mod Market,"V2RG+CFH, 500102, Port Harcourt, Rivers",4.89134900,7.026305000
,2057,Daily,Inwagwa Market,"GHXP+VPC, 510104, Ndoni, Rivers",5.549903000,6.586802000
,2058,Daily,Market in Obufie-Mmahu,"GQ92+V4Q, 464113, Ebocha, Imo",5.576135000,6.735765000
,2059,Daily,Omuku Main Market Plaza,"8MV4+RQ2 Obrikom, Road, 510103, Omoku",5.344799000,6.656916000
,2060,Daily,Olobulo Market,"P5JX+J8J, 500104, Ogu Bolo, Rivers",4.734089000,7.197482000
,2061,Daily,Community Market,"P5GX+3RJ, 500104, Ogu Bolo, Rivers",4.734108000,7.196584000
,2062,Daily,Karo Market,"P3RM+6WV, Daka Ama, Okrika",4.740779000,7.08487100
,2063,Daily,Okuru-Ama Market,"MARKET, Okuruama 500101, Port Harcourt, Rivers",4.791053000,7.054378000
,2064,Daily,Ozuboko Market,"Q2GR+8J8, Fimeama 500101, Port Harcourt, Rivers",4.776084000,7.041579000
,2065,Daily,"New Layout Ultramod Mkt, Borikiri","Bishop Johnson Str, Port-Harcourt 500101, PH",4.758547000,7.033299000
,2066,Daily,Navy Market,"P2VQ+6WR, Unnamed Road, Port Harcourt 500101, Port Harcourt, Rivers",4.745635000,7.039610000
,2067,Daily,"Town Market, Creek Road","Q25C+89C, Port Harcourt 500101, Port Harcourt, Rivers",4.764802000,7.021071000
,2068,Daily,Town Market,"Q25M+8FR, Port Harcourt Town 500101, Port Harcourt, Rivers",4.767942000,7.031055000
,2069,Daily,Opobo Main Market,"King Jaja Of Opobos Palace, King Jaja St, 503103, Opobo, Rivers",4.514999000,7.539556000
,2070,Daily,Otuokorolo Market,"FFRG+2VW, 503102, Ikuru, Rivers",4.490424000,7.477199000
,2071,Daily,Oyet-Ile Market,"GCJR+M9G, 503102, Unyeada, Rivers",4.531987000,7.441003000
,2072,Daily,Ebukuma Ija Market,"GF6F+FQX, 503102, Unyeada, Rivers",4.511482000,7.474392000
,2073,Daily,Rumuibekwe Market,"R3R3+4R4, Las Vegas Street, Rumuibekwe 500102, Port Harcourt, Rivers",4.847138000,7.056545000
,2074,Daily,Rumuodomaya Market,"VXCX+4MV, Rumuokoro 500102, Port Harcourt, Rivers",4.871173000,6.999384000
,2075,Daily,Rumuokparali Community Market,"R28X+6WH, Trans Amadi 500102, Port Harcourt, Rivers",4.815714000,7.049833000
,2076,Daily,Boundary Market,"V335+4G7, Rumuokwurusi 500102, Port Harcourt, Rivers",5.570335000,7.012736000
,2077,Daily,Oromineke Market,"36 Agudama Street, Elechi 500101, Port Harcourt, Rivers",12.33055900,9.148136000
,2078,Daily,Elijiji Market,"45 Woji Rd, Trans Amadi 500102, Port Harcourt, Rivers",4.836293000,7.048323000
,2079,Daily,Mammy Market,"R22F+9XM, Mammy Market Road, Nkpogu 500101, Port Harcourt, Rivers",5.150092000,6.958648000
,2080,Daily,Nkpogu Market,"R249+74Q, Road, Nkpogu 500101, Port Harcourt, Rivers",4.811261000,7.02094000
,2081,Daily,Road 5 Market,"RXW8+RP6, Rumu_Oparala 500102, Port Harcourt, Rivers",4.861212000,6.966456000
,2082,Daily,Airforce Market,"284 Port Harcourt - Aba Expy, City Centre 500102, Port Harcourt, Rivers",4.838954000,7.02620300
,2083,Daily,Pipeline Market,"V376+2GJ, Rumuokwurusi 500102, Port Harcourt, Rivers",4.869830000,7.062299000
,2084,Daily,Mgbuoba Market,"46 NTA Rd, Mgbuoba 500272, Port Harcourt, Rivers",4.849188000,6.979131000
,2085,Daily,Afines Market,"1 Elioparanwo Road, off Ada-George Road, Port Harcourt",4.831196000,6.978692000
,2086,Daily,Bara Kara Marke,"Q67V+F9J, 501102, Sakpenwa, Rivers",4.763832000,7.243372000
,2087,Daily,Sime Town Market,"501102, Ogu Bolo, Rivers",4.751920000,7.198802000
,2088,Daily,Nueke Market,"Q79J+927, 501102, Sakpenwa, Rivers",4.768710000,7.280164000
,2089,Daily,Uniport Junction Market,"VWX4+8JX, 500102, Choba, Rivers",4.898598000,6.906652000
,2090,Daily,Maazi Market,"M8PR+9XP, 501103, Yeghe, Rivers",4.686205000,7.342467000
,2091,Daily,Bua Yeghe Market,"M8QV+QRF, 501103, Yeghe, Rivers",4.689632000,7.344704000
,,,,,,
,,,SOKOTO STATE,,,
,2092,Daily,Marna Market,"364W+VJH, Modibbo Adam road, Mabera 840283, Sokoto",13.05735500,5.246613000
,2093,Daily,Mini Market,"X897+3JQ, 852106, Gidan Fulani Batta, Sokoto",12.97120000,5.31630500
,2094,Daily,Central Market,"Kilgori Rd, Minanata 840101, Sokoto",13.0624120,5.226188000
,2095,Daily,Albarka Modern Market,"Abdulahi Fodio Rd, Minanata 840101, Sokoto",13.05935300,5.221952000
,2096,Daily,Yabo Market,"P296+876, 851101, Yabo, Sokoto",12.7185700,5.010586000
,2097,Daily,Wamakko Central Market,"24J3+FFC, 840102, Wamako, Sokoto",13.03139400,5.103593000
,2098,Daily,Bafarawa Estate Mini Market,"264Q+GHC, Sama Rd, 840103, Sokoto",13.00653000,5.239071000
,2099,Daily,Market in Tureta,"HGVR+8H8, 352105, Tureta, Sokoto",12.60165300,5.54025300
,2100,Daily,Badon Hanya Market,"Badon hanya, 840103, Wamako, Sokoto",12.99438900,5.209535000
,2101,Daily,Mami Market,"Sokoto-Binji Road, 840102, Jiaoji, Sokoto",13.04282400,5.123612000
,2102,Daily,Shuni Market,"X72Q+39H, Gusau Rd, 852106, Sokoto",12.95190800,5.289032000
,2103,Daily,Sauki Da Rahusa Market,"Minanata 840283, Sokoto",13.05972700,5.232657000
,2104,Daily,Dange Market,"852106, Dange, Sokoto",13.79085100,5.60744600
,2105,Daily,Al-Ameen Liyafa Market,"26PW+R78, Gidado Road, Mabera 840283, Sokoto",13.03715400,5.245775000
,2106,Daily,"Alh, Yaro Gobirawa Modern Mkt","Minanata 840283, Sokoto",13.06372500,5.234160000
,2107,Daily,Market in Kurafe,"378P+44X, 852107, Sokoto",13.07519200,5.289679000
,2108,Daily,"Tsohuwar Kasuwa, Market","Unnamed Road, Minanata 840283, Sokoto",13.06323900,5.234214000
,2109,Daily,Market in Dinawa,"6CPP+R3Q, 842101, Dinawa, Sokoto",13.25074500,5.432168000
,2110,Daily,Wurno Central Market,"7CP9+RF5, 842101, Wurno, Sokoto",13.28717100,5.41872600
,2111,Daily,Malafaru Market,"7WQ5+93R, 842105, Kamitau, Sokoto",13.28868600,5.907678000
,2112,Daily,Salame Central Market,"Gware-Giyawa-Dole-Tumbulla Rd, 843103, Salame, Sokoto",13.63059400,5.388985000
,2113,Daily,Achida Market,"12 Achida Market, 842102, Alkamu, Sokoto",13.16946900,5.392888000
,2114,Daily,Market in Tulua Takabawa,"77HG+R3R, 841102, Tulua Hausa, Sokoto",13.29199900,4.2728900
,2115,Daily,Unnamed Market,"378P+44X, 852107, Sokoto",13.07157800,5.283616000
,2116,Daily,Tangaza Market,"9W8M+VGF, Kasuwar, Tangaza",13.36740600,4.933884000
,2117,Daily,Market in Katami,"WPRJ+FMG, 853102, Katami, Sokoto",13.25004800,4.733147000
,2118,Daily,Market in Isa,"378P+44X, 852107, Sokoto",13.07296200,5.286706000
,2119,Daily,Gwadabawa Market(Kasuwa Gwadabawa),"965P+C8C, 843103, Gwadabawa, Sokoto",13.35887500,5.235860000
,2120,Daily,Illiea Market,"843101, Illliea, Sokoto",13.73142600,5.292104000
,2121,Daily,Unnamed Market,"GX55+M38, 850103, Kajiji, Sokoto",12.55563100,4.969561000
,2122,Daily,Isa Town Market,"5CV2+8JX, 883101, Isa, Sokoto",17.46388800,8.036364000
,2123,Daily,Sokoto New Market,"H88F+G8J, 842106, Magagindoke, Sokoto",13.71787200,6.366954000
,2124,Daily,Market in Malamawa,"3CMM+7PR, 841107, Gidan Doka, Sokoto",13.14622500,5.42958900
,2125,Daily,Market in Kaya,"378P+44X, 852107, Sokoto",13.11527800,5.300509000
,2126,Daily,Market in Bulanyaki,"GX55+M38, 850103, Kajiji, Sokoto",12.52927600,4.962179000
,,,,,,
,,,TARABA STATE,,,
,2127,Daily,Gindin Doruwa Market,"W926+8P6, 660213, Jalingo, Taraba",8.901062000,11.36174400
,2128,Daily,New Market Jalingo,"660213, Taraba",8.964191000,11.3949370
,2129,Daily,"Kasuwan Bera Market, Kofai ","W868+R7F, 660213, Jalingo, Taraba",8.912321000,11.31579900
,2130,Daily,Jalingo Main Market,A4,8.909311000,11.31476900
,2131,Daily,Market on Panwai,"R477+M9W, 663001, Panwai, Taraba",8.288231000,11.2039110
,2132,Daily,Jalingo New Modern Market,"X97V+4FQ, Jolly Nyame way, 660213, Jalingo, Taraba",8.973031000,11.39745800
,2133,Daily,Unnamed Market,"4G74+752, 662001, Apawa, Taraba",9.615469000,11.73060800
,2134,Daily,Jootar Market,"QQ65+4VP, 670104, Chonku, Taraba",7.760472000,9.759802000
,2135,Daily,Nasarawu Market,"W96M+H6P, Unnamed Road, 660213, Jalingo, Taraba",8.911674000,11.38320000
,2136,Daily,Central Market,"Palace Way, 660213, Jalingo",8.897734000,11.36146300
,2137,Daily,Bando Market,"V9GJ+CMF, 660213, Jalingo, Taraba",8.876191000,11.38163600
,2138,Daily,New Market Maraban Gassol,A4,8.4909770,10.61048900
,2139,Daily,Mammy Market,"V6HV+HFM, 660102, Barikin Sibre, Taraba",9.035243000,11.38731400
,2140,Daily,Bali Central Market,"VX59+FX8, Takum-Bali Rd, 672102, Bali, Taraba",7.8588520,10.9699590
,2141,Daily,Mini Market,"W972+VFQ, 660213, Jalingo, Taraba",9.051768000,11.33215100
,2142,Daily,Yelwa Market,"33RQ+FXM, 663102, Mai Samari, Taraba",7.270797000,11.134357
,2143,Daily,Kwarkwaye Market,"R4H5+CM6, 660102, Fan Petel, Taraba",9.70189200,11.4659530
,2144,Daily,Rafin Kada Main Market,"PV5R+WH7, Wukari-Takum Rd, 670104, Rafin Kada, Taraba",7.709960000,9.891515000
,2145,Daily,Dr Stephen Bayonga Danjuma Modern Mkt,"P28X+6G, 671001, Donga, Taraba",7.71575400,10.04901000
,2146,Daily,Kasuwan Yelwa Market,"V9MC+P2C, Palace Way, 660213, Jalingo, Taraba",8.886337000,11.37032200
,2147,Daily,Market in Kurnahi,"W869+96X, 660213, Jalingo, Taraba",8.919336000,11.31684800
,2148,Daily,Market in Jauro Bamvo,"W826+GXQ, 660213, Jalingo, Taraba",8.912200000,11.31066800
,2149,Daily,Kusugh Market,"JVG7+VCV, 671001, Abako, Taraba",7.627417000,9.863395000
,2150,Daily,"Mami Market, Gembu","P752+XX9, 663002, Gembu, Taraba",6.710149000,11.25246100
,2151,Daily,Market in Riti,"WJ4C+QM5, 670103, Riti, Taraba",10.59087500,9.130930000
,2152,Daily,Market in Arafu,"R6CV+F4Q, 670107, Arafu, Taraba",7.993296000,9.149962000
,2153,Daily,Pege Market,"P785+V76 Pege Quarters, 663002, Gembu, Taraba",6.717412000,11.25826200
,2154,Daily,Peppe Market Gembu,"P785+FQC, Old Market square, Gembu",6.716478000,11.25946900
,2155,Daily,Unnamed Market,"2R8P+5QR, 671004, Akonko, Taraba",8.228595000,10.74904700
,2156,Daily,Market in Yelwa,"33RQ+FXM, 663102, Mai Samari, Taraba",7.212759000,11.18507900
,2157,Daily,Market in Sume,"97MP+26J, 671001, Audu Maikyauta, Taraba",7.670063000,10.34979900
,2158,Daily,Pawas Central Market,"XPRX+6JM, Unnamed Road, 661108, Zing, Taraba",8.990647000,11.74911200
,2159,Daily,Market in Monkin,"RMVX+CCV, 661003, Monkin, Taraba",8.84934400,11.69702500
,2160,Daily,Unnamed Market,"4G74+752, 662001, Apawa, Taraba",9.113276000,11.50542900
,,,,,,
,,,YOBE STATE,,,
,2161,Daily,Bayan Tasha Market,"620101, Damaturu, Yobe",11.7457090,11.96200400
,2162,Daily,Damaturu Modern Market,"PXR3+7J7, 620101, Damaturu, Yobe",11.74094800,11.95418600
,2163,Daily,Gashau Modern Market,"ALONG, Nguru-Gashua-Damasak Road, 671106, Gashua, Yobe",12.93518100,11.02200700
,2164,Daily,Babangida Market,"5Q28+828, 620102, Biriri, Yobe",12.15086000,11.76517600
,2165,Daily,Market in Gorga,"3292+H62, 622003, Gorga, Yobe",12.18186300,11.0027810
,2166,Daily,NPN Market Potiskum,"P35G+X8M, Kasuwar NPN Area, Rd, Potiskum",11.70688400,11.07486700
,2167,Daily,Gashau GSM Market,"V2CR+M7W, 671105, Gashua, Yobe",12.88412500,11.03957600
,2168,Daily,Kolere Market,"V7MM+2PJ, 622003, Kolere, Yobe",11.8830460,11.28458400
,2169,Daily,Potiskum Modern Market,"P32G+996, A3, 622101, Potiskum, Yobe",11.70609700,11.07752400
,2170,Daily,Garin Alkali Market,"R3C5+5C3, 620103, Kuruawa, Yobe",12.82063600,11.05859800
,2171,Daily,Duria Market,"XCHQ+VQ4, 622003, Lajere, Yobe",11.97979700,11.43952700
,2172,Daily,Gashua Market,"671105, Gashua, Yobe",12.88131900,11.04746700
,2173,Daily,Potiskum Ultramodern Market,"P32G+XPR, 622101, Potiskum, Yobe",11.70259300,11.07686500
,2174,Daily,Hajiya Mai Yadi Market,"P39V+6J3, 622101, Potiskum, Yobe",11.71828500,11.09418800
,2175,Daily,Ngalda Market,"76MH+6C9, 622105, Garin Jangam, Yobe",11.35031700,11.2619880
,2176,Daily,Central Market,"VRX4+7HM, 630103, Jajimaji, Yobe",13.0700920,10.73143
,2177,Daily,Bukar Modu Kolo,"Maini Str Line Costoms, Geidem",12.90017400,11.92940100
,2178,Daily,Central Market,"2RXW+QQ6, 630103, Garunguna, Yobe",13.26264800,10.96214300
,2179,Daily,Kantin Sauki Market,"PXQ2+P76, Potiskum Rd, 620101, Damaturu, Yobe",11.73944900,11.95077900
,2180,Daily,Market in Bolkolo,"JW6C+58V, 621002, Bolkolo, Yobe",11.61067500,11.92083200
,2181,Daily,Gadaka New Market,"76PH+Q4H, 622105, Garin Jangam, Yobe",11.28716000,11.22785800
,2182,Daily,Modern Market Nguru,"VCCX+5HH, 630101, Nguru, Yobe",12.91440800,10.45634700
,2183,Daily,Abdulmumuni Sarki Market,"R395+WFJ, Gashua-Jakusko, 620103, Kuruawa, Yobe",12.82017800,11.05866500
,2184,Daily,Market in Bariri,"2RJC+284, 620102, Bariri, Yobe",12.03010500,11.82088300
,2185,Daily,New Dubai Market Damaturu,"PXV6+H9R, Unnamed Road, 620101, Damaturu, Yobe",11.74471500,11.96101400
,,,,,,
,,,ZAMFARA STATE,,,
,2186,Daily,AnMairo Market,"Central Market, 632101, Gusau",12.18282800,6.670044000
,2187,Daily,Gusau Yam Market,"5MM9+X87, Unnamed Road, 632101, Gusau, Zamfara",12.18498800,6.668315000
,2188,Daily,Anka Central Market,"4W5G+V8J, 622103, Anka, Zamfara",12.18319100,5.940625000
,2189,Daily,Tudun Wada Market,"Old Markeat, 123456, Gusau, Zamfara",12.21242400,6.685947000
,2190,Daily,Shinkafi Central Market,"3GC3+FPH, 622104, Shinkafi, Zamfara",13.07130700,6.504312000
,2191,Daily,Central Market Kaura Namoda,"Katsina-Gusau Road, 632101, Zamfara",11.91575400,6.960039000
,2192,Daily,Birnin Magaji Central Market,"JRC9+8J5, 631101, Magare, Zamfara",12.62093400,6.81918600
,2193,Daily,Maradun Central Market,"Gidan Gero-Huda Way, 622104, Maradun, Zamfara",12.55581100,6.190677000
,2194,Daily,Market in Goga,"PG6F+C7V, 622104, Goga, Zamfara",14.51960300,6.494830000
,2195,Daily,Market in Mafara,"H398+MR8, 622103, Talata Mafara, Zamfara",12.8009880,6.004689000
,2196,Daily,"Mada, Central Market","632101, Mada, Zamfara",12.14199900,6.939739000
,2197,Daily,8 BAD Mammy Market,"5MRQ+XF7, Kaura Road, 632101, Gusau, Zamfara",12.19260600,6.688709000
,2198,Daily,Tubali Market,"Isa-Tsibiri Rd, 622104, Tubali, Zamfara",12.98344100,6.430989000
,2199,Daily,Mada General Market,"Model Market, Arch Lawal , Iro Dan Musa Str",12.14232800,6.937973000
,2200,Daily,Tsafe Central Market,"XW49+CPJ, 632101, Tsafe, Zamfara",11.9563350,6.919409000
,2201,Daily,Market in Bakarasa,"56F2+CMX, 888222, Gummi, Zamfara",15.24710000,5.113835000
,2202,Daily,Gummi Central Market,"44VM+FPC, Road, 888222, Gummi, Zamfara",12.14398300,5.134295000
,2203,Daily,"Galadi Roundabout Area, Galadi","3C4F+M2Q, 622104, Galadi, Zamfara",13.05690900,6.422623000
,,,,,,
,,,FCT ABUJA,,,
,2204,Daily,Kabusa Market,"WFV3+FVJ, 900107, Abuja, Federal Capital Territory",8.944017000,7.454680000
,2205,Daily,Garki International Market,"1 Truimph Bank Str, Garki 900103, Abuja, FCT",9.027096000,7.493662000
,2206,Daily,Wuse Modern Market,"8, Wuse Abuja",9.066782000,7.483493000
,2207,Daily,Sereti Market,"WCRP+5PX, 900107, Abuja, Federal Capital Territory",8.940702000,7.436819000
